2019 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [24310 04/07/2019 13:22:53      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"QLD","158","Dawson","5294","Bowen","33369","DLP","Democratic Labour Party","WARE","Ann-Maree","1","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","36","72.000"
"QLD","158","Dawson","5294","Bowen","33369","DLP","Democratic Labour Party","WARE","Ann-Maree","1","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","14","28.000"
"QLD","158","Dawson","5294","Bowen","33178","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","TURNER","Michael Wayne","2","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","7","20.590"
"QLD","158","Dawson","5294","Bowen","33178","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","TURNER","Michael Wayne","2","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","27","79.410"
"QLD","158","Dawson","5294","Bowen","32534","ON","Pauline Hanson's One Nation","LAWSON","Debra","3","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","41","28.670"
"QLD","158","Dawson","5294","Bowen","32534","ON","Pauline Hanson's One Nation","LAWSON","Debra","3","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","102","71.330"
"QLD","158","Dawson","5294","Bowen","32852","KAP","Katter's Australian Party (KAP)","BUNYAN","Brendan","6","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","28","41.180"
"QLD","158","Dawson","5294","Bowen","32852","KAP","Katter's Australian Party (KAP)","BUNYAN","Brendan","6","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","40","58.820"
"QLD","158","Dawson","5294","Bowen","33250","GRN","Queensland Greens","LINDENBERG","Imogen","7","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","32","88.890"
"QLD","158","Dawson","5294","Bowen","33250","GRN","Queensland Greens","LINDENBERG","Imogen","7","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","4","11.110"
"QLD","158","Dawson","5294","Bowen","33568","IND","Independent","QUEENAN","Lachlan","8","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","14","60.870"
"QLD","158","Dawson","5294","Bowen","33568","IND","Independent","QUEENAN","Lachlan","8","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","9","39.130"
"QLD","158","Dawson","5294","Bowen","32910","UAPP","United Australia Party","THOMPSON","Colin Richard","9","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","27","29.030"
"QLD","158","Dawson","5294","Bowen","32910","UAPP","United Australia Party","THOMPSON","Colin Richard","9","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","66","70.970"
"QLD","158","Dawson","5296","Brandon","0","","","First Preferences","","0","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","159","73.950"
"QLD","158","Dawson","5296","Brandon","0","","","First Preferences","","0","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","56","26.050"
